average_rating,track_inventory,allow_backorders,is_in_stock,digital_file_size,download_limit,download_expiry_days,weight,dimensions,gallery_images,category_id,is_featured,is_bestseller,total_sold,total_revenue,id,review_count,created_at,updated_at,published_at,sales_count,stock,is_digital,price,compare_at_price,cost_price,profit_margin,stock_quantity,low_stock_threshold,sku,name,slug,description,short_description,featured_image_url,file_path,video_url,gallery,tags,brand,status,image_url,category,product_type,digital_file_url,visibility,digital_file_type,meta_title,meta_description,meta_keywords,features
0,true,false,false,,,,0.6,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,0,0,0,0,0,3,132,Paint brushes (S10) 5",paint-brushes-s10-5,5 inch S10 paint brush,Paint brush 5",,,,,,S10,"{""paint brush"", ""brushes"", ""painting""}",Out of Stock,,Finishes & Paints,Product,,published,,Paint brushes (S10) 5",5 inch paint brush,"{""paint brush"", ""s10"", ""painting""}","{""Soft bristles"", ""Comfortable grip""}"
0,true,false,false,,,,0.7,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,0,0,0,0,0,3,133,Paint brushes (S10) 6",paint-brushes-s10-6,6 inch S10 paint brush,Paint brush 6",,,,,,S10,"{""paint brush"", ""brushes"", ""painting""}",Out of Stock,,Finishes & Paints,Product,,published,,Paint brushes (S10) 6",6 inch paint brush,"{""paint brush"", ""s10"", ""painting""}","{""Soft bristles"", ""Comfortable grip""}"
0,true,false,false,,,,0.5,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,250,0,0,0,0,3,152,Roller brushes,roller-brushes,Paint roller brushes,Roller brushes,,,,,"{""roller"", ""brushes"", ""painting""}",,Out of Stock,,Finishes & Paints,Product,,published,,Roller brushes,Paint roller brushes,"{""roller brushes"", ""painting"", ""tools""}","{""Smooth finish"", ""Efficient coverage""}"
0,true,false,false,,,,0.1,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,150,0,0,0,0,2,157,Sand paper P120,sand-paper-p120,P120 grit sand paper,Sand paper P120,,,,,"{""sand paper"", ""p120"", ""sanding""}",,Out of Stock,,Finishes & Paints,Product,,published,,Sand paper P120,P120 grit sandpaper,"{""sandpaper"", ""p120"", ""sanding""}","{""Fine grit"", ""Smooth finish""}"
0,true,false,false,,,,0.1,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,150,0,0,0,0,2,158,Sand paper P80,sand-paper-p80,P80 grit sand paper,Sand paper P80,,,,,"{""sand paper"", ""p80"", ""sanding""}",,Out of Stock,,Finishes & Paints,Product,,published,,Sand paper P80,P80 grit sandpaper,"{""sandpaper"", ""p80"", ""sanding""}","{""Medium grit"", ""Versatile""}"
0,true,false,false,,,,0.1,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,150,0,0,0,0,2,181,Sand paper P100,sand-paper-p100,P100 grit sand paper,Sand paper P100,,,,,"{""sand paper"", ""p100"", ""sanding""}",,Out of Stock,,Finishes & Paints,Product,,published,,Sand paper P100,P100 grit sandpaper,"{""sandpaper"", ""p100"", ""sanding""}","{""Medium-fine grit"", ""Smooth finish""}"
0,true,false,false,,,,0.25,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,450,0,0,0,0,3,27,Conta 250ml,conta-250ml,250ml Conta sealant,Conta 250ml,,,,,Conta,"{""conta"", ""sealant"", ""plumbing""}",Out of Stock,,Plumbing & Water,Product,,published,,Conta 250ml,250ml Conta plumbing sealant,"{""conta"", ""sealant"", ""plumbing""}","{""Waterproof"", ""Flexible""}"
0,true,false,false,,,,0.5,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,650,0,0,0,0,3,31,Conta 500ml,conta-500ml,500ml Conta sealant,Conta 500ml,,,,,Conta,"{""conta"", ""sealant"", ""plumbing""}",Out of Stock,,Plumbing & Water,Product,,published,,Conta 500ml,500ml Conta plumbing sealant,"{""conta"", ""sealant"", ""plumbing""}","{""Waterproof"", ""Flexible""}"
0,true,false,false,,,,1,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,1200,0,0,0,0,3,29,Conta 1ltr,conta-1ltr,1 liter Conta sealant,Conta 1 liter,,,,,Conta,"{""conta"", ""sealant"", ""plumbing""}",Out of Stock,,Plumbing & Water,Product,,published,,Conta 1ltr,1 liter Conta plumbing sealant,"{""conta"", ""sealant"", ""plumbing""}","{""Waterproof"", ""Flexible""}"
0,true,false,false,,,,0.25,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,450,0,0,0,0,3,171,Tangit 250ml,tangit-250ml,250ml Tangit sealant,Tangit 250ml,,,,,Tangit,"{""tangit"", ""sealant"", ""plumbing""}",Out of Stock,,Plumbing & Water,Product,,published,,Tangit 250ml,250ml Tangit plumbing sealant,"{""tangit"", ""sealant"", ""plumbing""}","{""Waterproof"", ""Flexible""}"
0,true,false,false,,,,0.5,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,1000,0,0,0,0,3,172,Tangit 500ml,tangit-500ml,500ml Tangit sealant,Tangit 500ml,,,,,Tangit,"{""tangit"", ""sealant"", ""plumbing""}",Out of Stock,,Plumbing & Water,Product,,published,,Tangit 500ml,500ml Tangit plumbing sealant,"{""tangit"", ""sealant"", ""plumbing""}","{""Waterproof"", ""Flexible""}"
0,true,false,false,,,,0.05,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,220,0,0,0,0,3,173,Tangit 50ml - Tube,tangit-50ml-tube,50ml Tangit tube sealant,Tangit 50ml tube,,,,,Tangit,"{""tangit"", ""sealant"", ""plumbing""}",Out of Stock,,Plumbing & Water,Product,,published,,Tangit 50ml - Tube,50ml Tangit tube sealant,"{""tangit"", ""sealant"", ""plumbing""}","{""Waterproof"", ""Flexible""}"
0,true,false,false,,,,2,"{""length"": 0, ""width"": 0.75, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,750,0,0,0,0,3,25,Chrome pipes 3/4",chrome-pipes-3-4,3/4 inch chrome pipes,Chrome pipes 3/4",,,,,,"{""chrome pipes"", ""plumbing"", ""pipes""}",,Out of Stock,,Plumbing & Water,Product,,published,,Chrome pipes 3/4",3/4 inch chrome plumbing pipes,"{""chrome pipes"", ""plumbing"", ""pipes""}","{""Corrosion resistant"", ""Durable""}"
0,true,false,false,,,,0.5,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,250,0,0,0,0,3,145,Plastic/ Corona taps,plastic-corona-taps,Plastic corona taps,Plastic taps,,,,,Corona,"{""taps"", ""plastic"", ""plumbing""}",Out of Stock,,Plumbing & Water,Product,,published,,Plastic/ Corona taps,Plastic corona water taps,"{""plastic taps"", ""corona"", ""plumbing""}","{""Lightweight"", ""Corrosion free""}"
0,true,false,false,,,,0.2,"{""length"": 1, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,150,0,0,0,0,10,41,DPM Polythene Meters,dpm-polythene-meters,DPM polythene by metre,DPM polythene per metre,,,,,"{""dpm"", ""polythene"", ""waterproofing""}",,Out of Stock,,Plumbing & Water,Product,,published,,DPM Polythene Meters,DPM polythene sold by metre,"{""dpm"", ""polythene"", ""waterproofing""}","{""Waterproof"", ""Durable""}"
0,true,false,false,,,,15,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,2500,0,0,0,0,2,44,DPM Polythene Roll,dpm-polythene-roll,DPM polythene roll,DPM polythene roll,,,,,"{""dpm"", ""polythene"", ""waterproofing""}",,Out of Stock,,Plumbing & Water,Product,,published,,DPM Polythene Roll,Complete DPM polythene roll,"{""dpm"", ""polythene"", ""waterproofing""}","{""Waterproof"", ""Durable""}"
0,true,false,false,,,,0.3,"{""length"": 4, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,80,0,0,0,0,5,35,Door hinges 4" Light,door-hinges-4-light,4 inch light door hinges,Door hinges 4" Light,,,,,"{""door hinges"", ""hinges"", ""furniture""}",,Out of Stock,,Furniture,Product,,published,,Door hinges 4" Light,4 inch light door hinges,"{""door hinges"", ""light"", ""furniture""}","{""Smooth operation"", ""Durable""}"
0,true,false,false,,,,0.4,"{""length"": 4, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,100,0,0,0,0,5,36,Door hinges 4" Standard,door-hinges-4-standard,4 inch standard door hinges,Door hinges 4" Standard,,,,,"{""door hinges"", ""hinges"", ""furniture""}",,Out of Stock,,Furniture,Product,,published,,Door hinges 4" Standard,4 inch standard door hinges,"{""door hinges"", ""standard"", ""furniture""}","{""Smooth operation"", ""Durable""}"
0,true,false,false,,,,0.3,"{""length"": 3, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,100,0,0,0,0,3,37,Door hinges jua kali 3'' (Pair),door-hinges-jua-kali-3-pair,3 inch jua kali door hinges,Door hinges 3" Jua Kali,,,,,Jua Kali,"{""door hinges"", ""jua kali"", ""furniture""}",Out of Stock,,Furniture,Product,,published,,Door hinges jua kali 3'' (Pair),3 inch jua kali door hinges,"{""door hinges"", ""jua kali"", ""furniture""}","{""Affordable"", ""Functional""}"
0,true,false,false,,,,0.4,"{""length"": 4, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,150,0,0,0,0,3,38,Door hinges jua kali 4'' (Pair),door-hinges-jua-kali-4-pair,4 inch jua kali door hinges,Door hinges 4" Jua Kali,,,,,Jua Kali,"{""door hinges"", ""jua kali"", ""furniture""}",Out of Stock,,Furniture,Product,,published,,Door hinges jua kali 4'' (Pair),4 inch jua kali door hinges,"{""door hinges"", ""jua kali"", ""furniture""}","{""Affordable"", ""Functional""}"
0,true,false,false,,,,0.4,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,280,0,0,0,0,3,116,Oxford Door hinges,oxford-door-hinges,Oxford brand door hinges,Oxford door hinges,,,,,Oxford,"{""door hinges"", ""oxford"", ""furniture""}",Out of Stock,,Furniture,Product,,published,,Oxford Door hinges,Oxford brand door hinges,"{""door hinges"", ""oxford"", ""furniture""}","{""Premium quality"", ""Smooth operation""}"
0,true,false,false,,,,0.3,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,200,0,0,0,0,5,92,Malpa hinges,malpa-hinges,Malpa brand hinges,Malpa hinges,,,,,Malpa,"{""hinges"", ""malpa"", ""furniture""}",Out of Stock,,Furniture,Product,,published,,Malpa hinges,Malpa brand hinges,"{""hinges"", ""malpa"", ""furniture""}","{""Durable"", ""Reliable""}"
0,true,false,false,,,,0.2,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,100,0,0,0,0,5,108,Malpa hinges singles,malpa-hinges-singles,Malpa single hinges,Malpa single hinges,,,,,Malpa,"{""hinges"", ""malpa"", ""furniture""}",Out of Stock,,Furniture,Product,,published,,Malpa hinges singles,Malpa single hinges,"{""hinges"", ""malpa"", ""furniture""}","{""Durable"", ""Reliable""}"
0,true,false,false,,,,0.1,"{""length"": 2, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,40,0,0,0,0,5,192,Window hinges 2",window-hinges-2,2 inch window hinges,Window hinges 2",,,,,,"{""window hinges"", ""hinges"", ""furniture""}",,Out of Stock,,Furniture,Product,,published,,Window hinges 2",2 inch window hinges,"{""window hinges"", ""hinges"", ""furniture""}","{""Smooth operation"", ""Durable""}"
0,true,false,false,,,,0.15,"{""length"": 2.5, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,50,0,0,0,0,5,193,Window hinges 2.5",window-hinges-2-5,2.5 inch window hinges,Window hinges 2.5",,,,,,"{""window hinges"", ""hinges"", ""furniture""}",,Out of Stock,,Furniture,Product,,published,,Window hinges 2.5",2.5 inch window hinges,"{""window hinges"", ""hinges"", ""furniture""}","{""Smooth operation"", ""Durable""}"
0,true,false,false,,,,0.2,"{""length"": 3, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,60,0,0,0,0,5,194,Window hinges 3",window-hinges-3,3 inch window hinges,Window hinges 3",,,,,,"{""window hinges"", ""hinges"", ""furniture""}",,Out of Stock,,Furniture,Product,,published,,Window hinges 3",3 inch window hinges,"{""window hinges"", ""hinges"", ""furniture""}","{""Smooth operation"", ""Durable""}"
0,true,false,false,,,,0.1,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,40,0,0,0,0,5,72,Glass Window hinges,glass-window-hinges,Glass window hinges,Glass window hinges,,,,,"{""window hinges"", ""glass"", ""furniture""}",,Out of Stock,,Furniture,Product,,published,,Glass Window hinges,Glass window hinges,"{""window hinges"", ""glass"", ""furniture""}","{""Smooth operation"", ""Transparent""}"
0,true,false,false,,,,0.5,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,250,0,0,0,0,2,123,Piano hinges,piano-hinges,Piano hinges for furniture,Piano hinges,,,,,"{""piano hinges"", ""hinges"", ""furniture""}",,Out of Stock,,Furniture,Product,,published,,Piano hinges,Piano hinges for furniture,"{""piano hinges"", ""hinges"", ""furniture""}","{""Continuous"", ""Smooth operation""}"
0,true,false,false,,,,0.2,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,150,0,0,0,0,5,42,Drawer handles - Silver,drawer-handles-silver,Silver drawer handles,Drawer handles silver,,,,,"{""drawer handles"", ""handles"", ""furniture""}",,Out of Stock,,Furniture,Product,,published,,Drawer handles - Silver,Silver drawer handles,"{""drawer handles"", ""silver"", ""furniture""}","{""Elegant"", ""Durable""}"
0,true,false,false,,,,0.2,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,150,0,0,0,0,5,187,Drawer Handles gold,drawer-handles-gold,Gold drawer handles,Drawer handles gold,,,,,"{""drawer handles"", ""handles"", ""furniture""}",,Out of Stock,,Furniture,Product,,published,,Drawer Handles gold,Gold drawer handles,"{""drawer handles"", ""gold"", ""furniture""}","{""Elegant"", ""Durable""}"
0,true,false,false,,,,0.1,"{""length"": 0, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,100,0,0,0,0,5,43,Drawer Knobs,drawer-knobs,Drawer knobs,Drawer knobs,,,,,"{""drawer knobs"", ""knobs"", ""furniture""}",,Out of Stock,,Furniture,Product,,published,,Drawer Knobs,Drawer knobs,"{""drawer knobs"", ""knobs"", ""furniture""}","{""Easy to grip"", ""Decorative""}"
0,true,false,false,,,,0.4,"{""length"": 12, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,300,0,0,0,0,2,45,Drawer Rail/slide 12'',drawer-rail-slide-12,12 inch drawer slides,Drawer slides 12",,,,,,"{""drawer slides"", ""rails"", ""furniture""}",,Out of Stock,,Furniture,Product,,published,,Drawer Rail/slide 12'',12 inch drawer slides,"{""drawer slides"", ""rails"", ""furniture""}","{""Smooth operation"", ""Durable""}"
0,true,false,false,,,,0.5,"{""length"": 14, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,450,0,0,0,0,2,48,Drawer Rail/slide 14'',drawer-rail-slide-14,14 inch drawer slides,Drawer slides 14",,,,,,"{""drawer slides"", ""rails"", ""furniture""}",,Out of Stock,,Furniture,Product,,published,,Drawer Rail/slide 14'',14 inch drawer slides,"{""drawer slides"", ""rails"", ""furniture""}","{""Smooth operation"", ""Durable""}"
0,true,false,false,,,,0.6,"{""length"": 16, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,650,0,0,0,0,2,46,Drawer Rail/slide 16'',drawer-rail-slide-16,16 inch drawer slides,Drawer slides 16",,,,,,"{""drawer slides"", ""rails"", ""furniture""}",,Out of Stock,,Furniture,Product,,published,,Drawer Rail/slide 16'',16 inch drawer slides,"{""drawer slides"", ""rails"", ""furniture""}","{""Smooth operation"", ""Durable""}"
0,true,false,false,,,,0.7,"{""length"": 18, ""width"": 0, ""height"": 0}",,,false,false,0,0,,0,2024-01-01,2024-01-01,2024-01-01,0,0,false,750,0,0,0,0,2,47,Drawer Rail/slide 18'',drawer-rail-slide-18,18 inch drawer slides,Drawer slides 18",,,,,,"{""drawer slides"", ""rails"", ""furniture""}",,Out of Stock,,Furniture,Product,,published,,Drawer Rail/slide 18'',18 inch drawer slides,"{""drawer slides"", ""rails"", ""furniture""}","{""Smooth operation"", ""Durable""}"
