id,sku,name,slug,category,category_id,description,short_description,price,cost_price,compare_at_price,profit_margin,stock_quantity,low_stock_threshold,stock,is_in_stock,status,product_type,visibility,published_at,created_at,updated_at,track_inventory,allow_backorders,is_featured,is_bestseller,weight,dimensions,brand,tags,meta_title,meta_description,meta_keywords,features,image_url,featured_image_url,gallery,gallery_images,average_rating,review_count,sales_count,total_sold,total_revenue,is_digital,digital_file_url,digital_file_type,digital_file_size,download_limit,download_expiry_days,file_path,video_url
,Paint brushes (S10) 3",Paint brushes (S10) 3",paint-brushes-s10-3,Finishes & Paints,,3 inch S10 paint brush,Paint brush 3",0,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.4,"{""length"": 0, ""width"": 0, ""height"": 0}",S10,"{""paint brush"", ""brushes"", ""painting""}",Paint brushes (S10) 3",3 inch paint brush,"{""paint brush"", ""s10"", ""painting""}","{""Soft bristles"", ""Comfortable grip""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Paint brushes (S10) 4",Paint brushes (S10) 4",paint-brushes-s10-4,Finishes & Paints,,4 inch S10 paint brush,Paint brush 4",0,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.5,"{""length"": 0, ""width"": 0, ""height"": 0}",S10,"{""paint brush"", ""brushes"", ""painting""}",Paint brushes (S10) 4",4 inch paint brush,"{""paint brush"", ""s10"", ""painting""}","{""Soft bristles"", ""Comfortable grip""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Paint brushes (S10) 5",Paint brushes (S10) 5",paint-brushes-s10-5,Finishes & Paints,,5 inch S10 paint brush,Paint brush 5",0,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.6,"{""length"": 0, ""width"": 0, ""height"": 0}",S10,"{""paint brush"", ""brushes"", ""painting""}",Paint brushes (S10) 5",5 inch paint brush,"{""paint brush"", ""s10"", ""painting""}","{""Soft bristles"", ""Comfortable grip""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Paint brushes (S10) 6",Paint brushes (S10) 6",paint-brushes-s10-6,Finishes & Paints,,6 inch S10 paint brush,Paint brush 6",0,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.7,"{""length"": 0, ""width"": 0, ""height"": 0}",S10,"{""paint brush"", ""brushes"", ""painting""}",Paint brushes (S10) 6",6 inch paint brush,"{""paint brush"", ""s10"", ""painting""}","{""Soft bristles"", ""Comfortable grip""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Roller brushes,Roller brushes,roller-brushes,Finishes & Paints,,Paint roller brushes,Roller brushes,250,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.5,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""roller"", ""brushes"", ""painting""}",Roller brushes,Paint roller brushes,"{""roller brushes"", ""painting"", ""tools""}","{""Smooth finish"", ""Efficient coverage""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Sand paper P120,Sand paper P120,sand-paper-p120,Finishes & Paints,,P120 grit sand paper,Sand paper P120,150,0,0,0,0,2,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.1,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""sand paper"", ""p120"", ""sanding""}",Sand paper P120,P120 grit sandpaper,"{""sandpaper"", ""p120"", ""sanding""}","{""Fine grit"", ""Smooth finish""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Sand paper P80,Sand paper P80,sand-paper-p80,Finishes & Paints,,P80 grit sand paper,Sand paper P80,150,0,0,0,0,2,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.1,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""sand paper"", ""p80"", ""sanding""}",Sand paper P80,P80 grit sandpaper,"{""sandpaper"", ""p80"", ""sanding""}","{""Medium grit"", ""Versatile""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Sand paper P100,Sand paper P100,sand-paper-p100,Finishes & Paints,,P100 grit sand paper,Sand paper P100,150,0,0,0,0,2,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.1,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""sand paper"", ""p100"", ""sanding""}",Sand paper P100,P100 grit sandpaper,"{""sandpaper"", ""p100"", ""sanding""}","{""Medium-fine grit"", ""Smooth finish""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Conta 250ml,Conta 250ml,conta-250ml,Plumbing & Water,,250ml Conta sealant,Conta 250ml,450,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.25,"{""length"": 0, ""width"": 0, ""height"": 0}",Conta,"{""conta"", ""sealant"", ""plumbing""}",Conta 250ml,250ml Conta plumbing sealant,"{""conta"", ""sealant"", ""plumbing""}","{""Waterproof"", ""Flexible""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Conta 500ml,Conta 500ml,conta-500ml,Plumbing & Water,,500ml Conta sealant,Conta 500ml,650,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.5,"{""length"": 0, ""width"": 0, ""height"": 0}",Conta,"{""conta"", ""sealant"", ""plumbing""}",Conta 500ml,500ml Conta plumbing sealant,"{""conta"", ""sealant"", ""plumbing""}","{""Waterproof"", ""Flexible""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Conta 1ltr,Conta 1ltr,conta-1ltr,Plumbing & Water,,1 liter Conta sealant,Conta 1 liter,1200,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,1,"{""length"": 0, ""width"": 0, ""height"": 0}",Conta,"{""conta"", ""sealant"", ""plumbing""}",Conta 1ltr,1 liter Conta plumbing sealant,"{""conta"", ""sealant"", ""plumbing""}","{""Waterproof"", ""Flexible""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Tangit 250ml,Tangit 250ml,tangit-250ml,Plumbing & Water,,250ml Tangit sealant,Tangit 250ml,450,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.25,"{""length"": 0, ""width"": 0, ""height"": 0}",Tangit,"{""tangit"", ""sealant"", ""plumbing""}",Tangit 250ml,250ml Tangit plumbing sealant,"{""tangit"", ""sealant"", ""plumbing""}","{""Waterproof"", ""Flexible""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Tangit 500ml,Tangit 500ml,tangit-500ml,Plumbing & Water,,500ml Tangit sealant,Tangit 500ml,1000,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.5,"{""length"": 0, ""width"": 0, ""height"": 0}",Tangit,"{""tangit"", ""sealant"", ""plumbing""}",Tangit 500ml,500ml Tangit plumbing sealant,"{""tangit"", ""sealant"", ""plumbing""}","{""Waterproof"", ""Flexible""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Tangit 50ml - Tube,Tangit 50ml - Tube,tangit-50ml-tube,Plumbing & Water,,50ml Tangit tube sealant,Tangit 50ml tube,220,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.05,"{""length"": 0, ""width"": 0, ""height"": 0}",Tangit,"{""tangit"", ""sealant"", ""plumbing""}",Tangit 50ml - Tube,50ml Tangit tube sealant,"{""tangit"", ""sealant"", ""plumbing""}","{""Waterproof"", ""Flexible""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Chrome pipes 3/4",Chrome pipes 3/4",chrome-pipes-3-4,Plumbing & Water,,3/4 inch chrome pipes,Chrome pipes 3/4",750,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,2,"{""length"": 0, ""width"": 0.75, ""height"": 0}",,"{""chrome pipes"", ""plumbing"", ""pipes""}",Chrome pipes 3/4",3/4 inch chrome plumbing pipes,"{""chrome pipes"", ""plumbing"", ""pipes""}","{""Corrosion resistant"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Plastic/ Corona taps,Plastic/ Corona taps,plastic-corona-taps,Plumbing & Water,,Plastic corona taps,Plastic taps,250,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.5,"{""length"": 0, ""width"": 0, ""height"": 0}",Corona,"{""taps"", ""plastic"", ""plumbing""}",Plastic/ Corona taps,Plastic corona water taps,"{""plastic taps"", ""corona"", ""plumbing""}","{""Lightweight"", ""Corrosion free""}",,,,,0,0,0,0,0,false,,,,,,,,,
,DPM Polythene Meters,DPM Polythene Meters,dpm-polythene-meters,Plumbing & Water,,DPM polythene by metre,DPM polythene per metre,150,0,0,0,0,10,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.2,"{""length"": 1, ""width"": 0, ""height"": 0}",,"{""dpm"", ""polythene"", ""waterproofing""}",DPM Polythene Meters,DPM polythene sold by metre,"{""dpm"", ""polythene"", ""waterproofing""}","{""Waterproof"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,DPM Polythene Roll,DPM Polythene Roll,dpm-polythene-roll,Plumbing & Water,,DPM polythene roll,DPM polythene roll,2500,0,0,0,0,2,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,15,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""dpm"", ""polythene"", ""waterproofing""}",DPM Polythene Roll,Complete DPM polythene roll,"{""dpm"", ""polythene"", ""waterproofing""}","{""Waterproof"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Door hinges 4" Light,Door hinges 4" Light,door-hinges-4-light,Furniture,,4 inch light door hinges,Door hinges 4" Light,80,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.3,"{""length"": 4, ""width"": 0, ""height"": 0}",,"{""door hinges"", ""hinges"", ""furniture""}",Door hinges 4" Light,4 inch light door hinges,"{""door hinges"", ""light"", ""furniture""}","{""Smooth operation"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Door hinges 4" Standard,Door hinges 4" Standard,door-hinges-4-standard,Furniture,,4 inch standard door hinges,Door hinges 4" Standard,100,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.4,"{""length"": 4, ""width"": 0, ""height"": 0}",,"{""door hinges"", ""hinges"", ""furniture""}",Door hinges 4" Standard,4 inch standard door hinges,"{""door hinges"", ""standard"", ""furniture""}","{""Smooth operation"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Door hinges jua kali 3'' (Pair),Door hinges jua kali 3'' (Pair),door-hinges-jua-kali-3-pair,Furniture,,3 inch jua kali door hinges,Door hinges 3" Jua Kali,100,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.3,"{""length"": 3, ""width"": 0, ""height"": 0}",Jua Kali,"{""door hinges"", ""jua kali"", ""furniture""}",Door hinges jua kali 3'' (Pair),3 inch jua kali door hinges,"{""door hinges"", ""jua kali"", ""furniture""}","{""Affordable"", ""Functional""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Door hinges jua kali 4'' (Pair),Door hinges jua kali 4'' (Pair),door-hinges-jua-kali-4-pair,Furniture,,4 inch jua kali door hinges,Door hinges 4" Jua Kali,150,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.4,"{""length"": 4, ""width"": 0, ""height"": 0}",Jua Kali,"{""door hinges"", ""jua kali"", ""furniture""}",Door hinges jua kali 4'' (Pair),4 inch jua kali door hinges,"{""door hinges"", ""jua kali"", ""furniture""}","{""Affordable"", ""Functional""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Oxford Door hinges,Oxford Door hinges,oxford-door-hinges,Furniture,,Oxford brand door hinges,Oxford door hinges,280,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.4,"{""length"": 0, ""width"": 0, ""height"": 0}",Oxford,"{""door hinges"", ""oxford"", ""furniture""}",Oxford Door hinges,Oxford brand door hinges,"{""door hinges"", ""oxford"", ""furniture""}","{""Premium quality"", ""Smooth operation""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Malpa hinges,Malpa hinges,malpa-hinges,Furniture,,Malpa brand hinges,Malpa hinges,200,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.3,"{""length"": 0, ""width"": 0, ""height"": 0}",Malpa,"{""hinges"", ""malpa"", ""furniture""}",Malpa hinges,Malpa brand hinges,"{""hinges"", ""malpa"", ""furniture""}","{""Durable"", ""Reliable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Malpa hinges singles,Malpa hinges singles,malpa-hinges-singles,Furniture,,Malpa single hinges,Malpa single hinges,100,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.2,"{""length"": 0, ""width"": 0, ""height"": 0}",Malpa,"{""hinges"", ""malpa"", ""furniture""}",Malpa hinges singles,Malpa single hinges,"{""hinges"", ""malpa"", ""furniture""}","{""Durable"", ""Reliable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Window hinges 2",Window hinges 2",window-hinges-2,Furniture,,2 inch window hinges,Window hinges 2",40,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.1,"{""length"": 2, ""width"": 0, ""height"": 0}",,"{""window hinges"", ""hinges"", ""furniture""}",Window hinges 2",2 inch window hinges,"{""window hinges"", ""hinges"", ""furniture""}","{""Smooth operation"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Window hinges 2.5",Window hinges 2.5",window-hinges-2-5,Furniture,,2.5 inch window hinges,Window hinges 2.5",50,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.15,"{""length"": 2.5, ""width"": 0, ""height"": 0}",,"{""window hinges"", ""hinges"", ""furniture""}",Window hinges 2.5",2.5 inch window hinges,"{""window hinges"", ""hinges"", ""furniture""}","{""Smooth operation"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Window hinges 3",Window hinges 3",window-hinges-3,Furniture,,3 inch window hinges,Window hinges 3",60,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.2,"{""length"": 3, ""width"": 0, ""height"": 0}",,"{""window hinges"", ""hinges"", ""furniture""}",Window hinges 3",3 inch window hinges,"{""window hinges"", ""hinges"", ""furniture""}","{""Smooth operation"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Glass Window hinges,Glass Window hinges,glass-window-hinges,Furniture,,Glass window hinges,Glass window hinges,40,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.1,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""window hinges"", ""glass"", ""furniture""}",Glass Window hinges,Glass window hinges,"{""window hinges"", ""glass"", ""furniture""}","{""Smooth operation"", ""Transparent""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Piano hinges,Piano hinges,piano-hinges,Furniture,,Piano hinges for furniture,Piano hinges,250,0,0,0,0,2,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.5,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""piano hinges"", ""hinges"", ""furniture""}",Piano hinges,Piano hinges for furniture,"{""piano hinges"", ""hinges"", ""furniture""}","{""Continuous"", ""Smooth operation""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Drawer handles - Silver,Drawer handles - Silver,drawer-handles-silver,Furniture,,Silver drawer handles,Drawer handles silver,150,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.2,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""drawer handles"", ""handles"", ""furniture""}",Drawer handles - Silver,Silver drawer handles,"{""drawer handles"", ""silver"", ""furniture""}","{""Elegant"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Drawer Handles gold,Drawer Handles gold,drawer-handles-gold,Furniture,,Gold drawer handles,Drawer handles gold,150,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.2,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""drawer handles"", ""handles"", ""furniture""}",Drawer Handles gold,Gold drawer handles,"{""drawer handles"", ""gold"", ""furniture""}","{""Elegant"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Drawer Knobs,Drawer Knobs,drawer-knobs,Furniture,,Drawer knobs,Drawer knobs,100,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.1,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""drawer knobs"", ""knobs"", ""furniture""}",Drawer Knobs,Drawer knobs,"{""drawer knobs"", ""knobs"", ""furniture""}","{""Easy to grip"", ""Decorative""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Drawer Rail/slide 12'',Drawer Rail/slide 12'',drawer-rail-slide-12,Furniture,,12 inch drawer slides,Drawer slides 12",300,0,0,0,0,2,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.4,"{""length"": 12, ""width"": 0, ""height"": 0}",,"{""drawer slides"", ""rails"", ""furniture""}",Drawer Rail/slide 12'',12 inch drawer slides,"{""drawer slides"", ""rails"", ""furniture""}","{""Smooth operation"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Drawer Rail/slide 14'',Drawer Rail/slide 14'',drawer-rail-slide-14,Furniture,,14 inch drawer slides,Drawer slides 14",450,0,0,0,0,2,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.5,"{""length"": 14, ""width"": 0, ""height"": 0}",,"{""drawer slides"", ""rails"", ""furniture""}",Drawer Rail/slide 14'',14 inch drawer slides,"{""drawer slides"", ""rails"", ""furniture""}","{""Smooth operation"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Drawer Rail/slide 16'',Drawer Rail/slide 16'',drawer-rail-slide-16,Furniture,,16 inch drawer slides,Drawer slides 16",650,0,0,0,0,2,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.6,"{""length"": 16, ""width"": 0, ""height"": 0}",,"{""drawer slides"", ""rails"", ""furniture""}",Drawer Rail/slide 16'',16 inch drawer slides,"{""drawer slides"", ""rails"", ""furniture""}","{""Smooth operation"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Drawer Rail/slide 18'',Drawer Rail/slide 18'',drawer-rail-slide-18,Furniture,,18 inch drawer slides,Drawer slides 18",750,0,0,0,0,2,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.7,"{""length"": 18, ""width"": 0, ""height"": 0}",,"{""drawer slides"", ""rails"", ""furniture""}",Drawer Rail/slide 18'',18 inch drawer slides,"{""drawer slides"", ""rails"", ""furniture""}","{""Smooth operation"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Curtain rods 1m,Curtain rods 1m,curtain-rods-1m,Furniture,,1 meter curtain rods,Curtain rods 1m,1200,0,0,0,0,2,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,1,"{""length"": 1, ""width"": 0, ""height"": 0}",,"{""curtain rods"", ""rods"", ""furniture""}",Curtain rods 1m,1 meter curtain rods,"{""curtain rods"", ""furniture"", ""window""}","{""Adjustable"", ""Decorative""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Curtain rods 2m,Curtain rods 2m,curtain-rods-2m,Furniture,,2 meter curtain rods,Curtain rods 2m,1500,0,0,0,0,2,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,1.5,"{""length"": 2, ""width"": 0, ""height"": 0}",,"{""curtain rods"", ""rods"", ""furniture""}",Curtain rods 2m,2 meter curtain rods,"{""curtain rods"", ""furniture"", ""window""}","{""Adjustable"", ""Decorative""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Curtain rods 3m,Curtain rods 3m,curtain-rods-3m,Furniture,,3 meter curtain rods,Curtain rods 3m,1800,0,0,0,0,2,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,2,"{""length"": 3, ""width"": 0, ""height"": 0}",,"{""curtain rods"", ""rods"", ""furniture""}",Curtain rods 3m,3 meter curtain rods,"{""curtain rods"", ""furniture"", ""window""}","{""Adjustable"", ""Decorative""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Curtain rings black,Curtain rings black,curtain-rings-black,Furniture,,Black curtain rings,Curtain rings black,20,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.05,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""curtain rings"", ""rings"", ""furniture""}",Curtain rings black,Black curtain rings,"{""curtain rings"", ""black"", ""furniture""}","{""Smooth glide"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Chrome brackets,Chrome brackets,chrome-brackets,Furniture,,Chrome brackets for furniture,Chrome brackets,0,0,0,0,0,10,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.2,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""brackets"", ""chrome"", ""furniture""}",Chrome brackets,Chrome furniture brackets,"{""brackets"", ""chrome"", ""furniture""}","{""Strong support"", ""Decorative""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Closed chrome brackets,Closed chrome brackets,closed-chrome-brackets,Furniture,,Closed chrome brackets,Closed chrome brackets,150,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.3,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""brackets"", ""chrome"", ""furniture""}",Closed chrome brackets,Closed chrome brackets,"{""brackets"", ""chrome"", ""furniture""}","{""Strong support"", ""Decorative""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Open chrome brackets,Open chrome brackets,open-chrome-brackets,Furniture,,Open chrome brackets,Open chrome brackets,200,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.2,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""brackets"", ""chrome"", ""furniture""}",Open chrome brackets,Open chrome brackets,"{""brackets"", ""chrome"", ""furniture""}","{""Strong support"", ""Decorative""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Moment door locks,Moment door locks,moment-door-locks,Furniture,,Moment brand door locks,Moment door locks,1700,0,0,0,0,2,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.8,"{""length"": 0, ""width"": 0, ""height"": 0}",Moment,"{""door locks"", ""locks"", ""furniture""}",Moment door locks,Moment brand door locks,"{""door locks"", ""moment"", ""furniture""}","{""Secure"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Moment bathroom locks,Moment bathroom locks,moment-bathroom-locks,Furniture,,Moment brand bathroom locks,Moment bathroom locks,850,0,0,0,9,2,9,true,In Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.6,"{""length"": 0, ""width"": 0, ""height"": 0}",Moment,"{""bathroom locks"", ""locks"", ""furniture""}",Moment bathroom locks,Moment brand bathroom locks,"{""bathroom locks"", ""moment"", ""furniture""}","{""Secure"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Xiaoboshi Drawer Locks,Xiaoboshi Drawer Locks,xiaoboshi-drawer-locks,Furniture,,Xiaoboshi drawer locks,Xiaoboshi drawer locks,150,0,0,0,0,5,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.3,"{""length"": 0, ""width"": 0, ""height"": 0}",Xiaoboshi,"{""drawer locks"", ""locks"", ""furniture""}",Xiaoboshi Drawer Locks,Xiaoboshi drawer locks,"{""drawer locks"", ""xiaoboshi"", ""furniture""}","{""Secure"", ""Compact""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Engaged vacant lock,Engaged vacant lock,engaged-vacant-lock,Furniture,,Engaged vacant door lock,Engaged vacant lock,850,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.7,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""door locks"", ""locks"", ""furniture""}",Engaged vacant lock,Engaged vacant door lock,"{""door locks"", ""engaged"", ""furniture""}","{""Secure"", ""Durable""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Fly globe locks - Knob,Fly globe locks - Knob,fly-globe-locks-knob,Furniture,,Fly globe knob locks,Fly globe locks,850,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.5,"{""length"": 0, ""width"": 0, ""height"": 0}",Fly Globe,"{""door locks"", ""locks"", ""furniture""}",Fly globe locks - Knob,Fly globe knob locks,"{""door locks"", ""fly globe"", ""furniture""}","{""Secure"", ""Easy to use""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Steel door handles,Steel door handles,steel-door-handles,Furniture,,Steel door handles,Steel door handles,150,0,0,0,0,2,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.4,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""door handles"", ""handles"", ""furniture""}",Steel door handles,Steel door handles,"{""door handles"", ""steel"", ""furniture""}","{""Durable"", ""Comfortable grip""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Steel door handles (Heavy),Steel door handles (Heavy),steel-door-handles-heavy,Furniture,,Heavy steel door handles,Heavy steel door handles,250,0,0,0,0,2,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.6,"{""length"": 0, ""width"": 0, ""height"": 0}",,"{""door handles"", ""handles"", ""furniture""}",Steel door handles (Heavy),Heavy steel door handles,"{""door handles"", ""steel"", ""furniture""}","{""Durable"", ""Comfortable grip""}",,,,,0,0,0,0,0,false,,,,,,,,,
,Jua kali Tower bolt 5" - Silver,Jua kali Tower bolt 5" - Silver,jua-kali-tower-bolt-5-silver,Furniture,,5 inch jua kali tower bolt,Jua kali tower bolt 5",100,0,0,0,0,3,0,false,Out of Stock,Product,published,2024-01-01,2024-01-01,2024-01-01,true,false,false,false,0.3,"{""length"": 5, ""width"": 0, ""height"": 0}",Jua Kali,"{""tower bolts"", ""bolts"", ""furniture""}",Jua kali Tower bolt 5" - Silver,5 inch jua kali tower bolt,"{""tower bolts"", ""jua kali"", ""furniture""}","{""Affordable"", ""Functional""}",,,,,0,0,0,0,0,false,,,,,,,,,
